case_id,individual_id,vin,case_type,call_driver,channel,case_open_ts,case_close_ts,days_to_close,closed_within_24h,first_contact_resolution,csat_score,region,case_month
CASE900626,IND100124,1GC137452756475,OnBoarding,Hardware Replacement,Dealer,2026-04-10 03:00:00,2026-04-10 17:33:58.791679,0.61,Y,Y,3,Midwest,2026-04-01
CASE900627,IND100101,1GC729736420428,WiFi,No / Slow Internet,Dealer,2026-04-06 20:00:00,2026-04-07 02:57:59.551203,0.29,Y,Y,5,Southeast,2026-04-01
CASE900628,IND100122,1GC175999889025,WiFi,Hotspot: SSID and Password,Phone,2026-04-20 05:00:00,2026-04-20 12:53:52.970124,0.33,Y,N,4,Southeast,2026-04-01
CASE900629,IND100026,1GC491587354002,OnBoarding,BBWC,Phone,2026-04-21 22:00:00,2026-04-22 16:29:15.857066,0.77,Y,Y,4,Northeast,2026-04-01
CASE900630,IND100028,1GC238860542860,OnBoarding,Other,Phone,2026-04-07 04:00:00,2026-04-08 02:59:26.087676,0.96,Y,Y,4,Southeast,2026-04-01
CASE900631,IND100097,1GC178884927384,WiFi,No / Slow Internet,Phone,2026-04-08 23:00:00,2026-04-09 11:35:31.318028,0.52,Y,Y,4,Southwest,2026-04-01
CASE900632,IND100135,1GC120523483926,OnBoarding,Other,Phone,2026-04-01 19:00:00,2026-04-02 10:43:32.434276,0.66,Y,Y,3,Southeast,2026-04-01
CASE900633,IND100043,1GC381129977243,OnBoarding,Other,Phone,2026-04-21 03:00:00,2026-04-21 14:21:25.449306,0.47,Y,Y,3,Midwest,2026-04-01
CASE900634,IND100133,1GC412182824081,WiFi,Other,Phone,2026-04-02 02:00:00,2026-04-02 13:09:45.040605,0.47,Y,Y,3,West,2026-04-01
CASE900635,IND100047,1GC359495293536,Infotainment,DIC (Driver Information Center),Mobile App,2026-04-22 04:00:00,2026-04-22 14:21:11.539769,0.43,Y,Y,4,West,2026-04-01
CASE900636,IND100021,1GC563551416308,WiFi,No / Slow Internet,Phone,2026-04-23 04:00:00,2026-04-24 07:40:13.812748,1.15,N,N,5,Southeast,2026-04-01
CASE900637,IND100108,1GC186751865938,WiFi,No / Slow Internet,Phone,2026-04-20 22:00:00,2026-04-21 15:42:42.552249,0.74,Y,Y,4,Northeast,2026-04-01
CASE900638,IND100017,1GC827426324857,OnBoarding,Enroll Vehicle,Phone,2026-04-20 21:00:00,2026-04-22 18:00:15.604196,1.88,N,Y,5,Southwest,2026-04-01
CASE900639,IND100035,1GC270524223175,OnBoarding,Other,Dealer,2026-04-26 15:00:00,2026-04-28 03:39:21.749693,1.53,N,Y,5,Northeast,2026-04-01
CASE900640,IND100014,1GC499072778944,OnBoarding,Hardware Replacement,Phone,2026-04-02 10:00:00,2026-04-02 16:20:15.798933,0.26,Y,Y,5,Southeast,2026-04-01
CASE900641,IND100138,1GC804461704524,OnBoarding,Hardware Replacement,Dealer,2026-04-18 14:00:00,2026-04-18 21:13:01.830298,0.3,Y,Y,4,Midwest,2026-04-01
CASE900642,IND100123,1GC474226661953,OnBoarding,Other,Dealer,2026-04-16 12:00:00,2026-04-17 09:30:46.681166,0.9,Y,Y,5,West,2026-04-01
CASE900643,IND100009,1GC791782742725,OnBoarding,Hardware Replacement,Phone,2026-04-19 09:00:00,2026-04-19 13:15:25.510649,0.18,Y,Y,5,West,2026-04-01
CASE900644,IND100099,1GC965707898093,OnBoarding,Other,Mobile App,2026-04-27 21:00:00,2026-04-28 02:32:52.910265,0.23,Y,Y,5,West,2026-04-01
CASE900645,IND100036,1GC216929354801,WiFi,Hotspot: SSID and Password,Chat,2026-04-27 21:00:00,2026-04-28 03:10:22.649520,0.26,Y,Y,4,Northeast,2026-04-01
CASE900646,IND100010,1GC196966851360,OnBoarding,Other,Phone,2026-04-14 05:00:00,2026-04-14 13:22:22.497326,0.35,Y,Y,3,Southwest,2026-04-01
CASE900647,IND100006,1GC785025731790,OnBoarding,Hardware Replacement,IVR,2026-04-06 16:00:00,2026-04-09 08:07:57.462770,2.67,N,N,4,Southeast,2026-04-01
CASE900648,IND100139,1GC174456999930,OnBoarding,Hardware Replacement,IVR,2026-04-06 10:00:00,2026-04-06 12:42:35.808394,0.11,Y,Y,3,West,2026-04-01
CASE900649,IND100080,1GC697882186293,WiFi,No / Slow Internet,Mobile App,2026-04-27 08:00:00,2026-04-27 12:29:01.872704,0.19,Y,N,3,Southwest,2026-04-01
CASE900650,IND100135,1GC120523483926,Infotainment,App Not Working,Dealer,2026-04-19 19:00:00,2026-04-19 21:11:59.585609,0.09,Y,Y,5,Southeast,2026-04-01
CASE900651,IND100109,1GC912342156888,Infotainment,App Not Working,IVR,2026-04-26 07:00:00,2026-04-27 03:59:45.424224,0.87,Y,Y,4,Northeast,2026-04-01
CASE900652,IND100028,1GC238860542860,OnBoarding,Hardware Replacement,Phone,2026-04-05 00:00:00,2026-04-06 00:22:06.680216,1.02,N,N,3,Southeast,2026-04-01
CASE900653,IND100020,1GC361826054325,Infotainment,On Screen Messages,Mobile App,2026-04-01 02:00:00,2026-04-02 23:05:26.408175,1.88,N,Y,4,West,2026-04-01
CASE900654,IND100031,1GC970758759189,Infotainment,App Not Working,Phone,2026-04-27 06:00:00,2026-04-28 06:23:58.410980,1.02,N,Y,4,Southwest,2026-04-01
CASE900655,IND100065,1GC598221460591,WiFi,Hotspot: Data Not Shared / Disabled,Dealer,2026-04-15 09:00:00,2026-04-15 09:41:55.875435,0.03,Y,Y,5,Southeast,2026-04-01
CASE900656,IND100108,1GC186751865938,OnBoarding,Enroll Vehicle,Phone,2026-04-07 15:00:00,2026-04-10 02:13:53.338928,2.47,N,N,3,Northeast,2026-04-01
CASE900657,IND100136,1GC962703291916,OnBoarding,Hardware Replacement,Mobile App,2026-04-16 23:00:00,2026-04-17 05:32:52.660488,0.27,Y,Y,3,West,2026-04-01
CASE900658,IND100057,1GC611867076357,WiFi,No / Slow Internet,Chat,2026-04-27 17:00:00,2026-04-27 20:25:55.089650,0.14,Y,N,3,Northeast,2026-04-01
CASE900659,IND100130,1GC253533671683,WiFi,No / Slow Internet,Chat,2026-04-15 11:00:00,2026-04-16 17:40:43.338697,1.28,N,Y,5,West,2026-04-01
CASE900660,IND100070,1GC293126205537,OnBoarding,BBWC,IVR,2026-05-25 01:00:00,2026-05-25 12:23:39.883989,0.47,Y,Y,4,Northeast,2026-05-01
CASE900661,IND100062,1GC608712495832,OnBoarding,Hardware Replacement,Phone,2026-05-22 09:00:00,2026-05-23 15:57:13.022818,1.29,N,Y,5,West,2026-05-01
CASE900662,IND100019,1GC957609455561,OnBoarding,Hardware Replacement,Mobile App,2026-05-06 13:00:00,2026-05-07 03:54:54.593902,0.62,Y,Y,2,Northeast,2026-05-01
CASE900663,IND100083,1GC250275627916,Infotainment,App Not Working,Phone,2026-05-23 21:00:00,2026-05-24 17:28:09.810797,0.85,Y,Y,4,West,2026-05-01
CASE900664,IND100016,1GC599126308313,Infotainment,App Not Working,Chat,2026-05-24 17:00:00,2026-05-25 03:46:41.980260,0.45,Y,Y,3,Midwest,2026-05-01
CASE900665,IND100055,1GC802656127918,Infotainment,On Screen Messages,Dealer,2026-05-21 05:00:00,2026-05-22 11:19:03.330077,1.26,N,Y,3,Southeast,2026-05-01
CASE900666,IND100022,1GC330368581510,OnBoarding,BBWC,Dealer,2026-05-03 16:00:00,2026-05-03 20:36:34.929657,0.19,Y,Y,5,Southwest,2026-05-01
CASE900667,IND100105,1GC745201170242,OnBoarding,BBWC,Phone,2026-05-13 03:00:00,2026-05-14 03:12:15.395190,1.01,N,N,4,Southeast,2026-05-01
CASE900668,IND100133,1GC412182824081,OnBoarding,Other,Dealer,2026-05-04 04:00:00,2026-05-04 06:03:37.656430,0.09,Y,N,5,West,2026-05-01
CASE900669,IND100004,1GC184759613098,OnBoarding,Hardware Replacement,Dealer,2026-05-18 19:00:00,2026-05-20 02:00:02.351954,1.29,N,Y,4,Midwest,2026-05-01
CASE900670,IND100089,1GC550940297592,Infotainment,Other,Phone,2026-05-14 10:00:00,2026-05-15 08:48:33.850647,0.95,Y,N,3,West,2026-05-01
CASE900671,IND100067,1GC373555088256,WiFi,No / Slow Internet,Phone,2026-05-09 10:00:00,2026-05-10 04:04:03.480290,0.75,Y,Y,5,Midwest,2026-05-01
CASE900672,IND100034,1GC522600230147,OnBoarding,Enroll Vehicle,Chat,2026-05-23 10:00:00,2026-05-24 19:20:21.804556,1.39,N,Y,5,Southeast,2026-05-01
CASE900673,IND100073,1GC310545537278,WiFi,Hotspot: SSID and Password,Chat,2026-05-10 09:00:00,2026-05-11 16:03:31.529162,1.29,N,Y,4,Southeast,2026-05-01
CASE900674,IND100065,1GC598221460591,OnBoarding,Enroll Vehicle,Chat,2026-05-13 01:00:00,2026-05-13 02:49:15.977860,0.08,Y,N,3,Southeast,2026-05-01
CASE900675,IND100126,1GC396875091099,OnBoarding,Enroll Vehicle,Dealer,2026-05-12 12:00:00,2026-05-12 15:45:01.983430,0.16,Y,N,5,Midwest,2026-05-01
CASE900676,IND100053,1GC698365770932,WiFi,Hotspot: SSID and Password,Chat,2026-05-20 20:00:00,2026-05-24 02:18:08.938458,3.26,N,Y,5,Northeast,2026-05-01
CASE900677,IND100008,1GC754295152857,WiFi,No / Slow Internet,Phone,2026-05-08 19:00:00,2026-05-10 03:53:14.110592,1.37,N,N,3,Southeast,2026-05-01
CASE900678,IND100026,1GC520048903353,Infotainment,App Not Working,IVR,2026-05-10 07:00:00,2026-05-13 05:41:17.967826,2.95,N,Y,4,Northeast,2026-05-01
CASE900679,IND100099,1GC965707898093,WiFi,Hotspot: Data Not Shared / Disabled,Mobile App,2026-05-13 21:00:00,2026-05-14 23:00:31.432766,1.08,N,Y,4,West,2026-05-01
CASE900680,IND100033,1GC433413735431,Infotainment,App Not Working,Phone,2026-05-05 17:00:00,2026-05-06 10:27:21.799002,0.73,Y,N,4,Midwest,2026-05-01
CASE900681,IND100137,1GC534073093248,OnBoarding,Other,IVR,2026-05-17 16:00:00,2026-05-18 12:44:32.633383,0.86,Y,Y,4,West,2026-05-01
CASE900682,IND100090,1GC237080892441,Infotainment,Other,Mobile App,2026-05-06 12:00:00,2026-05-09 08:56:41.466563,2.87,N,Y,3,Southwest,2026-05-01
CASE900683,IND100014,1GC499072778944,OnBoarding,BBWC,Chat,2026-05-15 15:00:00,2026-05-16 19:38:58.210099,1.19,N,Y,4,Southeast,2026-05-01
CASE900684,IND100136,1GC962703291916,OnBoarding,Enroll Vehicle,Phone,2026-05-10 07:00:00,2026-05-13 00:27:31.006248,2.73,N,Y,5,West,2026-05-01
CASE900685,IND100080,1GC697882186293,OnBoarding,Other,Phone,2026-05-13 10:00:00,2026-05-13 18:35:39.995452,0.36,Y,Y,5,Southwest,2026-05-01
CASE900686,IND100067,1GC373555088256,OnBoarding,Hardware Replacement,Mobile App,2026-05-21 16:00:00,2026-05-23 10:58:05.129805,1.79,N,Y,5,Midwest,2026-05-01
CASE900687,IND100000,1GC843662731774,Infotainment,On Screen Messages,Chat,2026-05-25 09:00:00,2026-05-29 09:54:09.996934,4.04,N,Y,5,Midwest,2026-05-01
CASE900688,IND100065,1GC598221460591,OnBoarding,Hardware Replacement,Chat,2026-05-01 22:00:00,2026-05-03 01:01:05.038594,1.13,N,Y,5,Southeast,2026-05-01
CASE900689,IND100003,1GC727631226152,OnBoarding,Other,Phone,2026-05-17 05:00:00,2026-05-18 16:26:19.415723,1.48,N,Y,4,Southwest,2026-05-01
CASE900690,IND100103,1GC972258739611,Infotainment,App Not Working,Chat,2026-05-11 00:00:00,2026-05-11 16:41:00.994787,0.7,Y,Y,2,West,2026-05-01
CASE900691,IND100101,1GC729736420428,OnBoarding,Hardware Replacement,Dealer,2026-05-20 23:00:00,2026-05-21 09:56:02.616814,0.46,Y,N,4,Southeast,2026-05-01
CASE900692,IND100131,1GC932608106538,OnBoarding,Hardware Replacement,IVR,2026-05-08 14:00:00,2026-05-08 16:15:44.653367,0.09,Y,N,5,Southeast,2026-05-01
CASE900693,IND100115,1GC870952855682,WiFi,No / Slow Internet,Phone,2026-05-07 22:00:00,2026-05-08 02:27:22.314547,0.19,Y,Y,3,Midwest,2026-05-01
CASE900694,IND100002,1GC226224180098,Infotainment,On Screen Messages,Mobile App,2026-05-10 12:00:00,2026-05-10 23:37:47.848339,0.48,Y,Y,2,Northeast,2026-05-01
CASE900695,IND100090,1GC237080892441,OnBoarding,Other,Phone,2026-05-07 19:00:00,2026-05-08 08:15:19.729937,0.55,Y,Y,3,Southwest,2026-05-01
CASE900696,IND100013,1GC133671300558,WiFi,Other,Phone,2026-05-24 21:00:00,2026-05-25 10:36:48.118723,0.57,Y,Y,3,Northeast,2026-05-01
CASE900697,IND100054,1GC734648840762,Infotainment,DIC (Driver Information Center),Mobile App,2026-05-25 10:00:00,2026-05-25 19:48:18.579542,0.41,Y,N,4,Southwest,2026-05-01
CASE900698,IND100079,1GC805508388194,OnBoarding,Hardware Replacement,Mobile App,2026-05-26 04:00:00,2026-05-26 04:28:48.000000,0.02,Y,Y,5,Midwest,2026-05-01
CASE900699,IND100094,1GC371360880232,OnBoarding,Other,Phone,2026-05-09 12:00:00,2026-05-09 12:28:48.000000,0.02,Y,Y,5,Southeast,2026-05-01
CASE900700,IND100023,1GC942439213043,OnBoarding,Enroll Vehicle,Phone,2026-05-18 00:00:00,2026-05-18 00:28:48.000000,0.02,Y,N,3,Midwest,2026-05-01
CASE900701,IND100094,1GC371360880232,OnBoarding,Enroll Vehicle,Phone,2026-05-18 10:00:00,2026-05-19 03:02:06.614208,0.71,Y,Y,3,Southeast,2026-05-01
CASE900702,IND100116,1GC782667576850,OnBoarding,Hardware Replacement,Phone,2026-05-12 23:00:00,2026-05-13 08:34:55.473321,0.4,Y,Y,5,Southeast,2026-05-01
CASE900703,IND100040,1GC493436726984,OnBoarding,Enroll Vehicle,Chat,2026-05-24 01:00:00,2026-05-24 05:24:17.478718,0.18,Y,Y,3,Southwest,2026-05-01
CASE900704,IND100015,1GC304514849606,OnBoarding,BBWC,Phone,2026-05-26 04:00:00,2026-05-26 08:50:26.669483,0.2,Y,Y,4,Midwest,2026-05-01
CASE900705,IND100108,1GC186751865938,Infotainment,On Screen Messages,Chat,2026-05-07 09:00:00,2026-05-08 04:56:12.225121,0.83,Y,Y,4,Northeast,2026-05-01
CASE900706,IND100012,1GC679478608071,WiFi,No / Slow Internet,Phone,2026-05-13 15:00:00,2026-05-14 06:55:52.591059,0.66,Y,Y,5,Southeast,2026-05-01
CASE900707,IND100046,1GC448730541126,WiFi,No / Slow Internet,Mobile App,2026-05-06 07:00:00,2026-05-06 09:58:55.906937,0.12,Y,Y,5,Southeast,2026-05-01
CASE900708,IND100054,1GC734648840762,OnBoarding,Hardware Replacement,Phone,2026-05-09 14:00:00,2026-05-10 14:10:46.497224,1.01,N,Y,5,Southwest,2026-05-01
CASE900709,IND100020,1GC361826054325,OnBoarding,Hardware Replacement,Phone,2026-05-02 13:00:00,2026-05-02 15:40:16.098418,0.11,Y,N,4,West,2026-05-01
CASE900710,IND100088,1GC245144601130,WiFi,Hotspot: SSID and Password,Dealer,2026-05-18 10:00:00,2026-05-19 10:51:07.591896,1.04,N,Y,5,Southwest,2026-05-01
CASE900711,IND100082,1GC832618346198,Infotainment,DIC (Driver Information Center),Mobile App,2026-05-13 04:00:00,2026-05-13 11:38:21.333390,0.32,Y,Y,4,Southeast,2026-05-01
CASE900712,IND100033,1GC433413735431,OnBoarding,Other,Phone,2026-05-04 09:00:00,2026-05-05 14:05:36.190898,1.21,N,Y,4,Midwest,2026-05-01
CASE900713,IND100109,1GC912342156888,WiFi,No / Slow Internet,Phone,2026-05-05 00:00:00,2026-05-05 21:08:19.128821,0.88,Y,Y,4,Northeast,2026-05-01
CASE900714,IND100104,1GC800875813568,OnBoarding,Hardware Replacement,Phone,2026-05-14 05:00:00,2026-05-15 07:29:21.561959,1.1,N,Y,4,Southeast,2026-05-01
CASE900715,IND100026,1GC520048903353,WiFi,No / Slow Internet,Phone,2026-05-19 08:00:00,2026-05-19 12:34:35.794936,0.19,Y,Y,3,Northeast,2026-05-01
CASE900716,IND100110,1GC510198660849,OnBoarding,BBWC,Phone,2026-05-20 11:00:00,2026-05-21 10:09:47.316598,0.97,Y,Y,3,West,2026-05-01
CASE900717,IND100023,1GC903809009189,WiFi,Hotspot: Data Not Shared / Disabled,Chat,2026-05-03 12:00:00,2026-05-03 16:19:34.364669,0.18,Y,Y,4,Midwest,2026-05-01
CASE900718,IND100079,1GC805508388194,OnBoarding,Hardware Replacement,Phone,2026-05-25 20:00:00,2026-05-26 01:15:02.045411,0.22,Y,Y,4,Midwest,2026-05-01
CASE900719,IND100028,1GC902509539628,OnBoarding,Hardware Replacement,Chat,2026-05-21 11:00:00,2026-05-24 20:24:54.027216,3.39,N,Y,4,Southeast,2026-05-01
CASE900720,IND100072,1GC868062765940,OnBoarding,BBWC,Chat,2026-05-01 17:00:00,2026-05-01 23:22:20.733015,0.27,Y,Y,5,Southeast,2026-05-01
CASE900721,IND100118,1GC488883735797,Infotainment,DIC (Driver Information Center),Phone,2026-05-01 18:00:00,2026-05-02 08:52:17.281775,0.62,Y,N,5,West,2026-05-01
CASE900722,IND100008,1GC754295152857,WiFi,No / Slow Internet,Phone,2026-05-07 04:00:00,2026-05-07 04:29:33.227163,0.02,Y,Y,3,Southeast,2026-05-01
CASE900723,IND100048,1GC714245953576,WiFi,No / Slow Internet,Mobile App,2026-05-05 15:00:00,2026-05-06 09:26:49.603340,0.77,Y,N,4,Midwest,2026-05-01
CASE900724,IND100021,1GC563551416308,WiFi,Hotspot: Data Not Shared / Disabled,Mobile App,2026-05-03 06:00:00,2026-05-04 21:27:03.608894,1.64,N,Y,3,Southeast,2026-05-01
CASE900725,IND100024,1GC248147035823,OnBoarding,Enroll Vehicle,Phone,2026-05-09 20:00:00,2026-05-09 23:31:38.312441,0.15,Y,N,4,Midwest,2026-05-01
CASE900726,IND100024,1GC800545147365,OnBoarding,Hardware Replacement,Dealer,2026-05-07 05:00:00,2026-05-07 19:35:30.001326,0.61,Y,N,5,Midwest,2026-05-01
CASE900727,IND100110,1GC510198660849,WiFi,Hotspot: SSID and Password,Chat,2026-05-15 17:00:00,2026-05-16 15:33:03.047622,0.94,Y,Y,4,West,2026-05-01
CASE900728,IND100028,1GC238860542860,OnBoarding,Hardware Replacement,Mobile App,2026-05-05 22:00:00,2026-05-06 02:49:19.643781,0.2,Y,Y,5,Southeast,2026-05-01
CASE900729,IND100050,1GC279917382227,OnBoarding,Other,IVR,2026-05-08 21:00:00,2026-05-10 00:12:45.497985,1.13,N,Y,3,Southeast,2026-05-01
CASE900730,IND100063,1GC788498971673,Infotainment,DIC (Driver Information Center),Dealer,2026-05-09 12:00:00,2026-05-12 15:24:25.609499,3.14,N,Y,4,Midwest,2026-05-01
CASE900731,IND100005,1GC705016083735,OnBoarding,Other,Mobile App,2026-05-21 17:00:00,2026-05-22 00:03:46.849010,0.29,Y,N,4,West,2026-05-01
CASE900732,IND100002,1GC872738127919,Infotainment,On Screen Messages,Phone,2026-05-02 15:00:00,2026-05-02 22:16:32.922730,0.3,Y,Y,4,Northeast,2026-05-01
CASE900733,IND100100,1GC917722621635,OnBoarding,Hardware Replacement,Phone,2026-05-26 04:00:00,2026-05-28 04:49:30.599335,2.03,N,Y,5,Midwest,2026-05-01
CASE900734,IND100003,1GC727631226152,OnBoarding,Other,IVR,2026-05-17 16:00:00,2026-05-18 18:00:57.863512,1.08,N,Y,4,Southwest,2026-05-01
CASE900735,IND100145,1GC340278096782,WiFi,No / Slow Internet,Dealer,2026-05-20 14:00:00,2026-05-21 16:51:20.866526,1.12,N,N,4,Midwest,2026-05-01
CASE900736,IND100100,1GC917722621635,WiFi,Hotspot: SSID and Password,Phone,2026-05-06 18:00:00,2026-05-08 12:30:28.357079,1.77,N,Y,4,Midwest,2026-05-01
CASE900737,IND100069,1GC493045650308,OnBoarding,Enroll Vehicle,Dealer,2026-05-13 09:00:00,2026-05-14 02:59:18.319794,0.75,Y,Y,4,Southeast,2026-05-01
CASE900738,IND100146,1GC398412097607,WiFi,No / Slow Internet,Chat,2026-05-09 23:00:00,2026-05-10 04:18:53.893504,0.22,Y,Y,5,Southeast,2026-05-01
CASE900739,IND100008,1GC754295152857,OnBoarding,Hardware Replacement,Phone,2026-05-04 00:00:00,2026-05-04 10:01:19.439565,0.42,Y,Y,4,Southeast,2026-05-01
CASE900740,IND100052,1GC808231939751,WiFi,No / Slow Internet,Phone,2026-05-22 01:00:00,2026-05-23 01:22:32.225331,1.02,N,Y,4,Southeast,2026-05-01
CASE900741,IND100127,1GC230071769979,WiFi,No / Slow Internet,Dealer,2026-05-26 07:00:00,2026-05-26 10:23:20.583442,0.14,Y,N,5,West,2026-05-01
CASE900742,IND100128,1GC193062670950,Infotainment,App Not Working,Phone,2026-05-07 21:00:00,2026-05-08 18:47:50.267613,0.91,Y,Y,4,West,2026-05-01
CASE900743,IND100073,1GC310545537278,OnBoarding,Hardware Replacement,Chat,2026-05-21 09:00:00,2026-05-22 05:42:30.191537,0.86,Y,Y,4,Southeast,2026-05-01
CASE900744,IND100085,1GC181043074697,OnBoarding,Hardware Replacement,Chat,2026-05-12 15:00:00,2026-05-12 15:28:48.000000,0.02,Y,Y,5,Northeast,2026-05-01
CASE900745,IND100134,1GC631823942332,Infotainment,On Screen Messages,Phone,2026-05-23 09:00:00,2026-05-24 03:41:21.590288,0.78,Y,Y,5,Southeast,2026-05-01
CASE900746,IND100084,1GC120440865820,Infotainment,App Not Working,IVR,2026-05-26 22:00:00,2026-05-26 22:28:48.000000,0.02,Y,Y,5,Northeast,2026-05-01
CASE900747,IND100039,1GC702832595213,WiFi,Hotspot: SSID and Password,Phone,2026-05-08 18:00:00,2026-05-09 16:45:01.489868,0.95,Y,Y,4,West,2026-05-01
CASE900748,IND100041,1GC849410376451,WiFi,Other,Chat,2026-05-08 00:00:00,2026-05-09 19:44:57.664477,1.82,N,Y,5,West,2026-05-01
CASE900749,IND100090,1GC237080892441,OnBoarding,Hardware Replacement,Phone,2026-05-16 00:00:00,2026-05-16 11:58:28.688223,0.5,Y,Y,3,Southwest,2026-05-01
CASE900750,IND100027,1GC139423389208,OnBoarding,Other,Chat,2026-05-05 22:00:00,2026-05-06 06:28:53.237686,0.35,Y,N,4,West,2026-05-01
CASE900751,IND100090,1GC237080892441,Infotainment,App Not Working,Phone,2026-05-23 01:00:00,2026-05-23 04:45:22.548705,0.16,Y,N,4,Southwest,2026-05-01
CASE900752,IND100140,1GC537992497753,OnBoarding,Other,Chat,2026-05-15 20:00:00,2026-05-16 07:28:25.165569,0.48,Y,N,5,Northeast,2026-05-01
CASE900753,IND100102,1GC339282965313,Infotainment,Other,Phone,2026-05-02 00:00:00,2026-05-02 15:28:04.514656,0.64,Y,Y,1,West,2026-05-01
CASE900754,IND100148,1GC495020314274,OnBoarding,Other,Mobile App,2026-05-26 02:00:00,2026-05-27 12:17:26.633400,1.43,N,N,5,Southwest,2026-05-01
CASE900755,IND100000,1GC843662731774,OnBoarding,BBWC,Phone,2026-05-14 00:00:00,2026-05-14 00:28:48.000000,0.02,Y,Y,5,Midwest,2026-05-01
CASE900756,IND100124,1GC137452756475,WiFi,No / Slow Internet,IVR,2026-05-13 20:00:00,2026-05-17 11:37:47.604655,3.65,N,N,3,Midwest,2026-05-01
CASE900757,IND100123,1GC474226661953,OnBoarding,Hardware Replacement,IVR,2026-05-17 17:00:00,2026-05-17 20:20:56.143981,0.14,Y,N,5,West,2026-05-01
CASE900758,IND100036,1GC216929354801,OnBoarding,Hardware Replacement,Phone,2026-05-15 05:00:00,2026-05-17 02:06:32.567985,1.88,N,Y,5,Northeast,2026-05-01
CASE900759,IND100136,1GC962703291916,OnBoarding,Hardware Replacement,Dealer,2026-05-03 21:00:00,2026-05-05 01:26:27.857312,1.19,N,Y,2,West,2026-05-01
CASE900760,IND100013,1GC133671300558,WiFi,Hotspot: SSID and Password,Phone,2026-05-03 05:00:00,2026-05-03 16:11:09.741708,0.47,Y,Y,4,Northeast,2026-05-01
CASE900761,IND100025,1GC275174837066,OnBoarding,Hardware Replacement,Chat,2026-05-13 23:00:00,2026-05-14 03:57:05.714242,0.21,Y,N,5,Southwest,2026-05-01
CASE900762,IND100066,1GC603286444670,Infotainment,Other,Dealer,2026-05-26 12:00:00,2026-06-01 07:13:20.993016,5.8,N,N,3,Southeast,2026-05-01
CASE900763,IND100114,1GC259095504645,OnBoarding,Enroll Vehicle,Chat,2026-05-09 04:00:00,2026-05-09 23:42:14.078672,0.82,Y,Y,3,Southeast,2026-05-01
CASE900764,IND100012,1GC679478608071,WiFi,Hotspot: Data Not Shared / Disabled,Phone,2026-05-09 16:00:00,2026-05-10 05:34:31.627218,0.57,Y,N,5,Southeast,2026-05-01
CASE900765,IND100119,1GC664577956631,WiFi,No / Slow Internet,Phone,2026-05-26 08:00:00,2026-05-27 03:56:23.531517,0.83,Y,Y,4,Midwest,2026-05-01
CASE900766,IND100098,1GC206205311908,WiFi,No / Slow Internet,Mobile App,2026-05-08 14:00:00,2026-05-09 19:10:28.052140,1.22,N,Y,4,Southwest,2026-05-01
CASE900767,IND100147,1GC568605162223,WiFi,No / Slow Internet,Phone,2026-05-03 05:00:00,2026-05-03 17:26:54.332976,0.52,Y,Y,5,West,2026-05-01
CASE900768,IND100027,1GC993138007649,WiFi,Hotspot: Data Not Shared / Disabled,Mobile App,2026-05-15 04:00:00,2026-05-16 17:20:33.615951,1.56,N,Y,5,West,2026-05-01
CASE900769,IND100086,1GC750123415536,Infotainment,App Not Working,Chat,2026-05-25 09:00:00,2026-05-26 13:58:10.300825,1.21,N,Y,5,Midwest,2026-05-01
CASE900770,IND100026,1GC520048903353,Infotainment,Other,Chat,2026-05-05 03:00:00,2026-05-08 04:15:40.519721,3.05,N,N,3,Northeast,2026-05-01
CASE900771,IND100102,1GC339282965313,OnBoarding,Hardware Replacement,Chat,2026-05-04 20:00:00,2026-05-05 04:18:23.025448,0.35,Y,Y,4,West,2026-05-01
CASE900772,IND100007,1GC807457874748,WiFi,No / Slow Internet,Mobile App,2026-05-20 00:00:00,2026-05-20 22:59:20.244512,0.96,Y,Y,4,Northeast,2026-05-01
CASE900773,IND100075,1GC353245502819,WiFi,Other,Phone,2026-05-26 03:00:00,2026-05-27 19:45:59.731483,1.7,N,Y,4,Northeast,2026-05-01
CASE900774,IND100083,1GC250275627916,OnBoarding,Hardware Replacement,Phone,2026-05-07 06:00:00,2026-05-07 20:42:53.080031,0.61,Y,Y,4,West,2026-05-01
CASE900775,IND100081,1GC465748175295,Infotainment,On Screen Messages,Phone,2026-05-20 11:00:00,2026-05-21 19:30:00.109045,1.35,N,Y,4,West,2026-05-01
CASE900776,IND100006,1GC353110405454,WiFi,No / Slow Internet,Phone,2026-05-24 00:00:00,2026-05-24 19:47:19.906703,0.82,Y,Y,2,Southeast,2026-05-01
CASE900777,IND100122,1GC175999889025,WiFi,No / Slow Internet,Phone,2026-05-08 04:00:00,2026-05-08 17:44:11.178823,0.57,Y,N,3,Southeast,2026-05-01
CASE900778,IND100008,1GC215302269407,OnBoarding,Enroll Vehicle,Phone,2026-05-14 13:00:00,2026-05-14 16:01:40.190692,0.13,Y,Y,3,Southeast,2026-05-01
CASE900779,IND100139,1GC174456999930,OnBoarding,Enroll Vehicle,Mobile App,2026-05-04 23:00:00,2026-05-07 15:54:47.419527,2.7,N,Y,2,West,2026-05-01
CASE900780,IND100018,1GC385425003540,WiFi,No / Slow Internet,Chat,2026-05-15 15:00:00,2026-05-16 08:02:16.211097,0.71,Y,Y,3,West,2026-05-01
